"","outcome","exposure","nsnp","b","se","pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sex","population"
"226","8-choice reaction time","APOC3 inhibitor",1,0.524945770065076,0.36472569857912,0.150068592842864,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,1382,"SD (milliseconds)","Males and females","European"
"227","Alzheimer's disease","APOC3 inhibitor",1,-0.197830802603037,0.131019522776573,0.131060323426818,24162737,2013,"Lambert","IGAP","Psychiatric / neurological",17008,37154,54162,"log odds","Males and females","European"
"228","Alzheimer's disease","APOC3 inhibitor",1,-0.197830802603037,0.131138238969047,0.131409506109723,24162737,2013,"Lambert","IGAP","Psychiatric / neurological",17008,37154,54162,"log odds","Males and females","European"
"229","Amygdala volume","APOC3 inhibitor",1,9.42993492407809,19.5462775038152,0.629492364973312,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"230","Amygdala volume","APOC3 inhibitor",1,9.42993492407809,19.5444685466377,0.629460651524932,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"231","Amyotrophic lateral sclerosis","APOC3 inhibitor",1,-0.277223427331887,0.151178401428925,0.0666910797317559,27455348,2016,"van Rheenen","Project MinE","Psychiatric / neurological",12577,23475,36052,"log odds","Males and females","European"
"232","Amyotrophic lateral sclerosis","APOC3 inhibitor",1,-0.277223427331887,0.150976138828633,0.0663270630893397,27455348,2016,"van Rheenen","Project MinE","Psychiatric / neurological",12577,23475,36052,"log odds","Males and females","European"
"233","Anorexia nervosa","APOC3 inhibitor",1,-0.366120666668113,0.223822125813449,0.101888529965646,24514567,2014,"Boraska V","GCAN","Psychiatric / neurological",2907,14860,17767,"log odds","Males and females","European"
"234","Anorexia nervosa","APOC3 inhibitor",1,-0.366120666668113,0.224060121723579,0.102252827051059,24514567,2014,"Boraska V","GCAN","Psychiatric / neurological",2907,14860,17767,"log odds","Males and females","European"
"235","Autism","APOC3 inhibitor",1,-0.0828481374880694,0.230380609935844,0.719135667072682,NA,2015,NA,"PGC","Psychiatric / neurological",4949,5314,10263,"log odds","Males and females","European"
"236","Autism","APOC3 inhibitor",1,-0.0828481374880694,0.230368763557484,0.719121836012992,NA,2015,NA,"PGC","Psychiatric / neurological",4949,5314,10263,"log odds","Males and females","European"
"237","Bipolar disorder","APOC3 inhibitor",1,0.329793867348807,0.201301518438178,0.101357481147341,21926972,2011,"Sklar P","PGC","Psychiatric / neurological",7481,9250,16731,"log odds","Males and females","European"
"238","Bipolar disorder","APOC3 inhibitor",1,0.329793867348807,0.201516232953022,0.101721960756009,21926972,2011,"Sklar P","PGC","Psychiatric / neurological",7481,9250,16731,"log odds","Males and females","European"
"239","Bulimia nervosa","APOC3 inhibitor",1,0.0563991323210412,0.0650953537762834,0.386266483246393,23568457,2013,"Wade TD",NA,"Psychiatric / neurological",151,2291,2442,"log odds","Females","European"
"240","Bulimia nervosa","APOC3 inhibitor",1,0.0563991323210412,0.0650759219088937,0.386124674283814,23568457,2013,"Wade TD",NA,"Psychiatric / neurological",151,2291,2442,"log odds","Females","European"
"241","Caudate volume","APOC3 inhibitor",1,70.7158351409978,40.6086456720002,0.0816137488905726,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"242","Caudate volume","APOC3 inhibitor",1,70.7158351409978,40.5596529284165,0.0812459689393877,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"243","Depressive symptoms","APOC3 inhibitor",1,0.0260303687635575,0.0303776335850603,0.391504254853084,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,161460,"SD","Males and females","European"
"244","Depressive symptoms","APOC3 inhibitor",1,0.0260303687635575,0.0303687635574837,0.391365938307552,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,161460,"SD","Males and females","European"
"245","Digit symbol","APOC3 inhibitor",1,-0.149240780911063,0.246420824295011,0.544757950630745,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2956,"SD (number correct in 90/120 seconds)","Males and females","European"
"246","Digit symbol","APOC3 inhibitor",1,-0.149240780911063,0.246456759556771,0.544816604129462,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2956,"SD (number correct in 90/120 seconds)","Males and females","European"
"247","G speed factor","APOC3 inhibitor",1,-0.438611713665944,0.268397944001886,0.102220152321516,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2430,"SD","Males and females","European"
"248","G speed factor","APOC3 inhibitor",1,-0.438611713665944,0.268112798264642,0.101855843882841,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2430,"SD","Males and females","European"
"249","Hippocampus volume","APOC3 inhibitor",1,17.2954446854664,39.0290778917414,0.657662637666197,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"250","Hippocampus volume","APOC3 inhibitor",1,17.2954446854664,39.0260303687636,0.657637609419484,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"251","Inspection time","APOC3 inhibitor",1,0.433839479392625,0.254957468672148,0.0888275443815838,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2645,"SD (milliseconds)","Males and females","European"
"252","Inspection time","APOC3 inhibitor",1,0.433839479392625,0.254663774403471,0.0884600455357051,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2645,"SD (milliseconds)","Males and females","European"
"253","Internalizing problems","APOC3 inhibitor",1,-0.184381778741866,0.19175704989154,0.336281496460677,24839885,2014,"Benke","EAGLE","Psychiatric / neurological",NA,NA,4596,NA,"Males and females","European"
"254","Internalizing problems","APOC3 inhibitor",1,-0.184381778741866,0.191827528888641,0.336459064349157,24839885,2014,"Benke","EAGLE","Psychiatric / neurological",NA,NA,4596,NA,"Males and females","European"
"255","Intracranial volume","APOC3 inhibitor",1,1958.11409978308,16025.4643282771,0.902750393529565,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"256","Intracranial volume","APOC3 inhibitor",1,1958.11409978308,16025.369197397,0.902749819097181,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"257","Major depressive disorder","APOC3 inhibitor",1,-0.211670994227332,0.18231032368457,0.245622474523894,22472876,2013,"Sullivan","PGC","Psychiatric / neurological",9240,9519,18759,"log odds","Males and females","European"
"258","Major depressive disorder","APOC3 inhibitor",1,-0.211670994227332,0.182212581344902,0.245369302293686,22472876,2013,"Sullivan","PGC","Psychiatric / neurological",9240,9519,18759,"log odds","Males and females","European"
"259","Migraine in bipolar disorder","APOC3 inhibitor",1,0.707023116173536,0.685032537960954,0.302024567009805,25451450,2015,"Jacobsen KK",NA,"Psychiatric / neurological",460,924,1374,"log odds","Males and females","European"
"260","Migraine in bipolar disorder","APOC3 inhibitor",1,0.707023116173536,0.685322618732635,0.302229245275739,25451450,2015,"Jacobsen KK",NA,"Psychiatric / neurological",460,924,1374,"log odds","Males and females","European"
"261","Nucleus accumbens volume","APOC3 inhibitor",1,3.58394793926247,9.02399330147887,0.691251212546402,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"262","Nucleus accumbens volume","APOC3 inhibitor",1,3.58394793926247,9.0234273318872,0.691232844165837,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"263","Pallidum volume","APOC3 inhibitor",1,10.3748373101952,15.7691973969631,0.51059088488215,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"264","Pallidum volume","APOC3 inhibitor",1,10.3748373101952,15.7719111510541,0.510663632810229,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"265","PGC cross-disorder traits","APOC3 inhibitor",1,-0.136653653186117,0.101084598698482,0.17641558699158,23453885,2013,"Smoller JW","PGC","Psychiatric / neurological",33332,27888,61220,"log odds","Males and females","European"
"266","PGC cross-disorder traits","APOC3 inhibitor",1,-0.136653653186117,0.101158025507407,0.176729759547466,23453885,2013,"Smoller JW","PGC","Psychiatric / neurological",33332,27888,61220,"log odds","Males and females","European"
"267","Putamen volume","APOC3 inhibitor",1,-7.1648590021692,49.5331669553127,0.884989028855161,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"268","Putamen volume","APOC3 inhibitor",1,-7.1648590021692,49.5327548806941,0.884988078706423,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"269","Schizophrenia","APOC3 inhibitor",1,-0.00390279931816052,0.0854663774403471,0.963577473348989,25056061,2014,"Ripke S","PGC","Psychiatric / neurological",35476,46839,82315,"log odds","Males and females","Mixed"
"270","Schizophrenia","APOC3 inhibitor",1,-0.00390279931816052,0.0854664483020888,0.963577503526564,25056061,2014,"Ripke S","PGC","Psychiatric / neurological",35476,46839,82315,"log odds","Males and females","Mixed"
"271","Simple reaction time","APOC3 inhibitor",1,0.480694143167028,0.246793376332461,0.0514437469604969,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2378,"SD (milliseconds)","Males and females","European"
"272","Simple reaction time","APOC3 inhibitor",1,0.480694143167028,0.246420824295011,0.0510922404503593,21130836,2011,"Luciano",NA,"Psychiatric / neurological",NA,NA,2378,"SD (milliseconds)","Males and females","European"
"273","Subjective well being","APOC3 inhibitor",1,-0.017353579175705,0.0303727061117644,0.567759435190682,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,298420,"SD","Males and females","European"
"274","Subjective well being","APOC3 inhibitor",1,-0.017353579175705,0.0303687635574837,0.567709166197353,27089181,2016,"Okbay","SSGAC","Psychiatric / neurological",NA,NA,298420,"SD","Males and females","European"
"275","Thalamus volume","APOC3 inhibitor",1,-11.8195227765727,52.0769885377462,0.820452912884783,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"276","Thalamus volume","APOC3 inhibitor",1,-11.8195227765727,52.0759219088937,0.82044929808215,25607358,2015,"Hibar","ENIGMA","Psychiatric / neurological",NA,NA,30717,"mm3","Males and females","European"
"277","Age at menarche","APOC3 inhibitor",1,-0.0429501084598699,0.0499642169253796,0.389999999999295,25231870,2014,"Perry JR","ReproGen","Reproductive aging",NA,NA,182416,"years","Females","European"
"278","Age at menarche","APOC3 inhibitor",1,-0.0429501084598698,0.0499788947102119,0.390139221724499,25231870,2014,"Perry JR","ReproGen","Reproductive aging",NA,NA,182416,"years","Females","European"
"279","Age at menopause","APOC3 inhibitor",1,0.0433839479392625,0.173540104152121,0.80259215290399,26414677,2015,"Day","ReproGen","Reproductive aging",NA,NA,69360,"years","Females","European"
"280","Age at menopause","APOC3 inhibitor",1,0.0433839479392625,0.17353579175705,0.802587348634153,26414677,2015,"Day","ReproGen","Reproductive aging",NA,NA,69360,"years","Females","European"
"281","Chronotype","APOC3 inhibitor",1,0.0188899349240781,0.034064989154013,0.579218660931931,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"282","Chronotype","APOC3 inhibitor",1,0.0188899349240781,0.0340691538277082,0.579265039506336,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"283","Sleep duration","APOC3 inhibitor",1,-0.00437752711496746,0.0356254229934924,0.902204898725182,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"284","Sleep duration","APOC3 inhibitor",1,-0.00437752711496746,0.0356256368641549,0.902205482867739,27494321,2016,"Jones","UK Biobank","Sleeping",NA,NA,128266,NA,"Males and females","European"
"285","Father’s age at death","HMGCR inhibitor",1,-0.00139976807639836,0.0636246930422919,0.982447644240431,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"286","Father’s age at death","HMGCR inhibitor",1,-0.00139976807639836,0.0636247344246826,0.982447655654879,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"287","Mother’s age at death","HMGCR inhibitor",1,-0.0116088813096862,0.0707706353657283,0.869703366964365,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"288","Mother’s age at death","HMGCR inhibitor",1,-0.0116088813096862,0.0707680763983629,0.869698697559006,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"289","Parents' age at death","HMGCR inhibitor",1,-0.0988036834924966,0.104574496092529,0.344752693033448,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"290","Parents' age at death","HMGCR inhibitor",1,-0.0988036834924966,0.10444897680764,0.344173240115771,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"291","Top 1 % survival","HMGCR inhibitor",1,0.0234926330150068,0.0118647066848568,0.0476986630792993,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"292","Top 1 % survival","HMGCR inhibitor",1,0.0234926330150068,0.011927050892106,0.0488735237863118,27015805,2016,"Pilling","UK Biobank","Aging",NA,NA,75244,NA,"Males and females","European"
"293","Birth weight","HMGCR inhibitor",1,0.0613915416098226,0.0492162464173528,0.212256854840856,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,NA,"Males and females","Mixed"
"294","Birth weight","HMGCR inhibitor",1,0.0613915416098226,0.0491132332878581,0.21129954733371,27680694,2016,"Horikoshi",NA,"Anthropometric",NA,NA,153781,NA,"Males and females","Mixed"
"295","Body fat","HMGCR inhibitor",1,0.140518417462483,0.0645325386578748,0.0294446509687447,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD","Males and females","European"
"296","Body fat","HMGCR inhibitor",1,0.140518417462483,0.0641200545702592,0.0284163987470917,26833246,2016,"Lu",NA,"Anthropometric",NA,NA,100716,"SD","Males and females","European"
"297","Body mass index","HMGCR inhibitor",1,0.234652114597544,0.0426972824606016,3.89129547491538e-08,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)","Males and females","Mixed"
"298","Body mass index","HMGCR inhibitor",1,0.234652114597544,0.0409276944065484,9.8475829467645e-09,25673413,2015,"Locke AE","GIANT","Anthropometric",NA,NA,339224,"SD (kg/m^2)","Males and females","Mixed"
"299","Child birth length","HMGCR inhibitor",1,0.0177353342428377,0.121422307833389,0.883871474777482,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)","Males and females","European"
"300","Child birth length","HMGCR inhibitor",1,0.0177353342428377,0.121418826739427,0.883868168968033,25281659,2015,"van der Valk RJ","EGG","Anthropometric",NA,NA,28459,"SD (cm)","Males and females","European"
"301","Child birth weight","HMGCR inhibitor",1,0.136425648021828,0.114815582760158,0.234748542775858,23202124,2013,"Horikoshi M","EGG","Anthropometric",NA,NA,26836,"g","Males and females","European"
"302","Child birth weight","HMGCR inhibitor",1,0.136425648021828,0.114597544338336,0.233859282692745,23202124,2013,"Horikoshi M","EGG","Anthropometric",NA,NA,26836,"g","Males and females","European"
"303","Childhood obesity","HMGCR inhibitor",1,0.605729877216917,0.372404078193592,0.103834975232471,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds","Males and females","European"
"304","Childhood obesity","HMGCR inhibitor",1,0.605729877216917,0.371077762619372,0.102605156531172,22484627,2012,"Bradfield JP","EGG","Anthropometric",5530,8318,13848,"log odds","Males and females","European"
"305","Difference in height between adolescence and adulthood","HMGCR inhibitor",1,-0.676703790406548,0.304627094878581,0.0263227343923796,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD","Males","European"
"306","Difference in height between adolescence and adulthood","HMGCR inhibitor",1,-0.676703790406548,0.306640471905697,0.0273258476547278,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,4282,"SD","Males","European"
"307","Difference in height between childhood and adulthood","HMGCR inhibitor",1,-0.288888731321965,0.270223226332672,0.285036149714424,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD","Males","European"
"308","Difference in height between childhood and adulthood","HMGCR inhibitor",1,-0.288888731321965,0.269807888335607,0.284295298690205,23449627,2013,"Cousminer","EGG","Anthropometric",NA,NA,5043,"SD","Males","European"
"309","Extreme body mass index","HMGCR inhibitor",1,1.15961800818554,0.35976497965466,0.0012673807058288,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds","Males and females","European"
"310","Extreme body mass index","HMGCR inhibitor",1,1.15961800818554,0.354706684856753,0.00107840310110933,23563607,2013,"Berndt SI","GIANT","Anthropometric",7962,8106,16068,"log odds","Males and females","European"
"311","Extreme height","HMGCR inhibitor",1,0.0572987721691678,0.35471912263737,0.871673781941431,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds","Males and females","European"
"312","Extreme height","HMGCR inhibitor",1,0.0572987721691678,0.354706684856753,0.871669321189146,23563607,2013,"Berndt SI","GIANT","Anthropometric",8097,8099,16196,"log odds","Males and females","European"
"313","Extreme waist-to-hip ratio","HMGCR inhibitor",1,0.286493860845839,0.423180225252567,0.498404682432702,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds","Males and females","European"
"314","Extreme waist-to-hip ratio","HMGCR inhibitor",1,0.286493860845839,0.422919508867667,0.49813992156856,23563607,2013,"Berndt SI","GIANT","Anthropometric",4774,5481,10255,"log odds","Males and females","European"
"315","Height","HMGCR inhibitor",1,-0.0613915416098226,0.0410512532922179,0.134787860424678,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)","Males and females","European"
"316","Height","HMGCR inhibitor",1,-0.0613915416098226,0.0409276944065484,0.133614402537716,25282103,2014,"Wood AR","GIANT","Anthropometric",NA,NA,253288,"SD (m)","Males and females","European"
"317","Hip circumference","HMGCR inhibitor",1,0.204638472032742,0.0502459615828751,4.64643370956422e-05,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"318","Hip circumference","HMGCR inhibitor",1,0.204638472032742,0.0491132332878581,3.0908593764592e-05,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"319","Infant head circumference","HMGCR inhibitor",1,0.0804911323328786,0.200545702592087,0.688154694098134,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)","Males and females","European"
"320","Infant head circumference","HMGCR inhibitor",1,0.0804911323328786,0.200589110111071,0.688218632180761,22504419,2012,"Taal HR","EGG","Anthropometric",NA,NA,10768,"SD (cm)","Males and females","European"
"321","Obesity class 1","HMGCR inhibitor",1,0.572987721691678,0.179823736826634,0.00144062570511086,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds","Males and females","European"
"322","Obesity class 1","HMGCR inhibitor",1,0.572987721691678,0.177353342428377,0.00123457572464113,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds","Males and females","European"
"323","Obesity class 2","HMGCR inhibitor",1,0.914051841746248,0.263504465775133,0.000522732725231792,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds","Males and females","European"
"324","Obesity class 2","HMGCR inhibitor",1,0.914051841746248,0.259208731241473,0.000421384192820392,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds","Males and females","European"
"325","Obesity class 3","HMGCR inhibitor",1,0.982264665757162,0.480197418608964,0.0408013139310125,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds","Males and females","European"
"326","Obesity class 3","HMGCR inhibitor",1,0.982264665757162,0.477489768076398,0.0396724862659754,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds","Males and females","European"
"327","Overweight","HMGCR inhibitor",1,0.395634379263301,0.125511596180082,0.00162059718770719,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds","Males and females","European"
"328","Overweight","HMGCR inhibitor",1,0.395634379263301,0.127176398534979,0.00186511530388868,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds","Males and females","European"
"329","Sitting height ratio","HMGCR inhibitor",1,0.150068212824011,0.136425648021828,0.271332121892765,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD","Males and females","European"
"330","Sitting height ratio","HMGCR inhibitor",1,0.150068212824011,0.136647293051677,0.272110279508297,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD","Males and females","European"
"331","Waist circumference","HMGCR inhibitor",1,0.204638472032742,0.0475824468817367,1.70249049002262e-05,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"332","Waist circumference","HMGCR inhibitor",1,0.204638472032742,0.0463847203274216,1.02531502969758e-05,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"333","Waist-to-hip ratio","HMGCR inhibitor",1,0.109140518417462,0.0463847203274216,0.0186255802874029,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD","Males and females","Mixed"
"334","Waist-to-hip ratio","HMGCR inhibitor",1,0.109140518417462,0.0467285313337253,0.0195105796537297,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD","Males and females","Mixed"
"335","Weight","HMGCR inhibitor",1,0.204638472032742,0.0900409276944065,0.0230426200877619,23754948,2013,"Randall JC","GIANT","Anthropometric",NA,NA,60586,"SD (kg)","Males","European"
"336","Weight","HMGCR inhibitor",1,0.204638472032742,0.0906637503717419,0.024000916627419,23754948,2013,"Randall JC","GIANT","Anthropometric",NA,NA,60586,"SD (kg)","Males","European"
"337","Crohn's disease","HMGCR inhibitor",1,-0.120035393674625,0.317932665086153,0.705765110557958,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",5956,14927,20883,"log odds","Males and females","European"
"338","Crohn's disease","HMGCR inhibitor",1,-0.120035393674625,0.317871759890859,0.705711363128149,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",5956,14927,20883,"log odds","Males and females","European"
"339","Eczema","HMGCR inhibitor",1,-0.162951992046385,0.23263240861528,0.483633917811691,26482879,2014,"Paternoster","EAGLE","Autoimmune / inflammatory",10788,30047,40835,"log odds","Males and females","European"
"340","Eczema","HMGCR inhibitor",1,-0.162951992046385,0.232785741489381,0.483922011369593,26482879,2014,"Paternoster","EAGLE","Autoimmune / inflammatory",10788,30047,40835,"log odds","Males and females","European"
"341","Gout","HMGCR inhibitor",1,0.422919508867667,0.450204638472033,0.347528523523374,23263486,2013,"Köttgen","GUGC","Autoimmune / inflammatory",2115,67259,69374,"log odds","Males and females","European"
"342","Gout","HMGCR inhibitor",1,0.422919508867667,0.450738191328184,0.348099533508468,23263486,2013,"Köttgen","GUGC","Autoimmune / inflammatory",2115,67259,69374,"log odds","Males and females","European"
"343","Inflammatory bowel disease","HMGCR inhibitor",1,0.0395061816102319,0.234652114597544,0.866299566030784,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",12882,21770,34652,"log odds","Males and females","European"
"344","Inflammatory bowel disease","HMGCR inhibitor",1,0.0395061816102319,0.234661052314907,0.86630461045239,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",12882,21770,34652,"log odds","Males and females","European"
"345","Juvenile idiopathic arthritis","HMGCR inhibitor",1,-0.469323693278308,0.742024702186903,0.527066309987163,23603761,2013,"Hinks",NA,"Autoimmune / inflammatory",2816,13056,15872,"log odds","Males and females","European"
"346","Juvenile idiopathic arthritis","HMGCR inhibitor",1,-0.469323693278308,0.742423487503248,0.52728826233408,23603761,2013,"Hinks",NA,"Autoimmune / inflammatory",2816,13056,15872,"log odds","Males and females","European"
"347","Multiple sclerosis","HMGCR inhibitor",1,0.40325787505457,0.229624231497954,0.0790603605315042,24076602,2013,"Beecham","IMSGC","Autoimmune / inflammatory",14498,24091,38589,"log odds","Males and females","European"
"348","Multiple sclerosis","HMGCR inhibitor",1,0.40325787505457,0.230573917618462,0.0803029451933494,24076602,2013,"Beecham","IMSGC","Autoimmune / inflammatory",14498,24091,38589,"log odds","Males and females","European"
"349","Narcolepsy","HMGCR inhibitor",1,-0.040866425372442,0.491071225968563,0.933677455489718,23459209,2013,"Faraco",NA,"Autoimmune / inflammatory",1886,10421,12307,"log odds","Males and females","European"
"350","Narcolepsy","HMGCR inhibitor",1,-0.040866425372442,0.491066655927694,0.933676839692079,23459209,2013,"Faraco",NA,"Autoimmune / inflammatory",1886,10421,12307,"log odds","Males and females","European"
"351","Primary biliary cirrhosis","HMGCR inhibitor",1,-0.0340638499125512,0.454492280637108,0.940255100781476,26394269,2015,"Cordell",NA,"Autoimmune / inflammatory",2764,10475,13239,"log odds","Males and females","European"
"352","Primary biliary cirrhosis","HMGCR inhibitor",1,-0.0340638499125512,0.454495711383055,0.940255550920079,26394269,2015,"Cordell",NA,"Autoimmune / inflammatory",2764,10475,13239,"log odds","Males and females","European"
"353","Psoriasis","HMGCR inhibitor",1,0.0546796916444748,0.430215635226466,0.89886256793588,23143594,2012,"Tsoi",NA,"Autoimmune / inflammatory",10588,22806,33394,"log odds","Males and females","European"
"354","Psoriasis","HMGCR inhibitor",1,0.0546796916444748,0.430224974013216,0.898864751505545,23143594,2012,"Tsoi",NA,"Autoimmune / inflammatory",10588,22806,33394,"log odds","Males and females","European"
"355","Rheumatoid arthritis","HMGCR inhibitor",1,0.135748033467531,0.171619725630529,0.428954768608163,24390342,2014,"Okada Y",NA,"Autoimmune / inflammatory",19234,61565,80799,"log odds","Males and females","Mixed"
"356","Rheumatoid arthritis","HMGCR inhibitor",1,0.135748033467531,0.171475377282401,0.428566311113805,24390342,2014,"Okada Y",NA,"Autoimmune / inflammatory",19234,61565,80799,"log odds","Males and females","Mixed"
"357","Systemic lupus erythematosus","HMGCR inhibitor",1,-0.270158626141883,0.410153145685835,0.510102919547236,26502338,2015,"Bentham",NA,"Autoimmune / inflammatory",7219,15991,23210,"log odds","Males and females","European"
"358","Systemic lupus erythematosus","HMGCR inhibitor",1,-0.270158626141883,0.409913953199181,0.509856087199277,26502338,2015,"Bentham",NA,"Autoimmune / inflammatory",7219,15991,23210,"log odds","Males and females","European"
"359","Type 1 diabetes","HMGCR inhibitor",1,-0.166779940281037,0.30473072443835,0.584170807196003,25751624,2015,"Onengut-Gumuscu",NA,"Autoimmune / inflammatory",9563,9369,18932,"log odds","Males and females","European"
"360","Type 1 diabetes","HMGCR inhibitor",1,-0.166779940281037,0.304608040399727,0.584019400946897,25751624,2015,"Onengut-Gumuscu",NA,"Autoimmune / inflammatory",9563,9369,18932,"log odds","Males and females","European"
"361","Ulcerative colitis","HMGCR inhibitor",1,0.113171855717735,0.297465777074646,0.703608908149451,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",6968,20464,27432,"log odds","Males and females","European"
"362","Ulcerative colitis","HMGCR inhibitor",1,0.113171855717735,0.297407912687585,0.703553971358486,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",6968,20464,27432,"log odds","Males and females","European"
"363","Age of smoking initiation","HMGCR inhibitor",1,-0.0109140518417462,0.0313778990450205,0.727970796961297,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,47961,"log years","Males and females","European"
